id,wkt
,POINT (18.7733154296875 5.33111572265625)
,"POLYGON ((19.9733154296875 5.33111572265625, 19.950257766171376 5.097007336236896, 19.881970868701043 4.8718956038181425, 19.771078964450552 4.664431443032727, 19.621843567111355 4.482587585232393, 19.439999709311024 4.333352187893196, 19.232535548525608 4.222460283642706, 19.007423816106854 4.154173386172373, 18.7733154296875 4.13111572265625, 18.539207043268146 4.154173386172373, 18.314095310849392 4.222460283642706, 18.10663115006398 4.333352187893196, 17.924787292263645 4.482587585232393, 17.775551894924444 4.664431443032727, 17.664659990673957 4.8718956038181425, 17.596373093203624 5.097007336236897, 17.5733154296875 5.331115722656251, 17.596373093203624 5.565224109075605, 17.664659990673957 5.790335841494359, 17.775551894924448 5.997800002279774, 17.924787292263645 6.179643860080108, 18.10663115006398 6.328879257419305, 18.314095310849396 6.439771161669795, 18.53920704326815 6.508058059140127, 18.773315429687504 6.53111572265625, 19.007423816106858 6.508058059140126, 19.23253554852561 6.439771161669793, 19.439999709311024 6.3288792574193025, 19.62184356711136 6.1796438600801045, 19.771078964450556 5.997800002279769, 19.881970868701046 5.790335841494354, 19.950257766171376 5.565224109075599, 19.9733154296875 5.33111572265625))"
,POINT (18.7733154296875 7.731781408630718)
,"POLYGON ((19.9733154296875 7.731781408630718, 19.950257766171376 7.497673022211364, 19.881970868701043 7.272561289792611, 19.771078964450552 7.065097129007196, 19.621843567111355 6.883253271206861, 19.439999709311024 6.734017873867664, 19.232535548525608 6.623125969617174, 19.007423816106854 6.554839072146842, 18.7733154296875 6.531781408630718, 18.539207043268146 6.554839072146842, 18.314095310849392 6.623125969617174, 18.10663115006398 6.734017873867664, 17.924787292263645 6.883253271206861, 17.775551894924444 7.065097129007196, 17.664659990673957 7.272561289792611, 17.596373093203624 7.497673022211365, 17.5733154296875 7.731781408630719, 17.596373093203624 7.9658897950500736, 17.664659990673957 8.191001527468828, 17.775551894924448 8.398465688254243, 17.924787292263645 8.580309546054577, 18.10663115006398 8.729544943393774, 18.314095310849396 8.840436847644263, 18.53920704326815 8.908723745114596, 18.773315429687504 8.931781408630718, 19.007423816106858 8.908723745114594, 19.23253554852561 8.840436847644261, 19.439999709311024 8.72954494339377, 19.62184356711136 8.580309546054572, 19.771078964450556 8.398465688254237, 19.881970868701046 8.191001527468822, 19.950257766171376 7.965889795050067, 19.9733154296875 7.731781408630718))"
,POINT (18.7733154296875 7.731781408630718)
,"POLYGON ((19.9733154296875 7.731781408630718, 19.950257766171376 7.497673022211364, 19.881970868701043 7.272561289792611, 19.771078964450552 7.065097129007196, 19.621843567111355 6.883253271206861, 19.439999709311024 6.734017873867664, 19.232535548525608 6.623125969617174, 19.007423816106854 6.554839072146842, 18.7733154296875 6.531781408630718, 18.539207043268146 6.554839072146842, 18.314095310849392 6.623125969617174, 18.10663115006398 6.734017873867664, 17.924787292263645 6.883253271206861, 17.775551894924444 7.065097129007196, 17.664659990673957 7.272561289792611, 17.596373093203624 7.497673022211365, 17.5733154296875 7.731781408630719, 17.596373093203624 7.9658897950500736, 17.664659990673957 8.191001527468828, 17.775551894924448 8.398465688254243, 17.924787292263645 8.580309546054577, 18.10663115006398 8.729544943393774, 18.314095310849396 8.840436847644263, 18.53920704326815 8.908723745114596, 18.773315429687504 8.931781408630718, 19.007423816106858 8.908723745114594, 19.23253554852561 8.840436847644261, 19.439999709311024 8.72954494339377, 19.62184356711136 8.580309546054572, 19.771078964450556 8.398465688254237, 19.881970868701046 8.191001527468822, 19.950257766171376 7.965889795050067, 19.9733154296875 7.731781408630718))"
,POINT (17.885498046875 7.731872558593752)
,"POLYGON ((19.085498046875 7.731872558593752, 19.062440383358876 7.4977641721743975, 18.994153485888543 7.272652439755644, 18.883261581638052 7.065188278970229, 18.734026184298855 6.883344421169895, 18.552182326498524 6.7341090238306975, 18.344718165713108 6.623217119580207, 18.119606433294354 6.554930222109875, 17.885498046875 6.531872558593752, 17.651389660455646 6.554930222109875, 17.426277928036892 6.623217119580207, 17.21881376725148 6.7341090238306975, 17.036969909451145 6.883344421169895, 16.887734512111944 7.065188278970229, 16.776842607861457 7.272652439755644, 16.708555710391124 7.497764172174398, 16.685498046875 7.731872558593753, 16.708555710391124 7.965980945013107, 16.776842607861457 8.191092677431861, 16.887734512111948 8.398556838217276, 17.036969909451145 8.58040069601761, 17.21881376725148 8.729636093356808, 17.426277928036896 8.840527997607296, 17.65138966045565 8.90881489507763, 17.885498046875004 8.931872558593751, 18.119606433294358 8.908814895077628, 18.34471816571311 8.840527997607294, 18.552182326498524 8.729636093356804, 18.73402618429886 8.580400696017605, 18.883261581638056 8.39855683821727, 18.994153485888546 8.191092677431856, 19.062440383358876 7.965980945013101, 19.085498046875 7.731872558593752))"
,POINT (17.885498046875 9.587707519531252)
,"POLYGON ((19.085498046875 9.587707519531252, 19.062440383358876 9.353599133111898, 18.994153485888543 9.128487400693144, 18.883261581638052 8.92102323990773, 18.734026184298855 8.739179382107395, 18.552182326498524 8.589943984768198, 18.344718165713108 8.479052080517707, 18.119606433294354 8.410765183047376, 17.885498046875 8.387707519531252, 17.651389660455646 8.410765183047376, 17.426277928036892 8.479052080517707, 17.21881376725148 8.589943984768198, 17.036969909451145 8.739179382107395, 16.887734512111944 8.92102323990773, 16.776842607861457 9.128487400693144, 16.708555710391124 9.3535991331119, 16.685498046875 9.587707519531254, 16.708555710391124 9.821815905950606, 16.776842607861457 10.046927638369361, 16.887734512111948 10.254391799154776, 17.036969909451145 10.43623565695511, 17.21881376725148 10.585471054294308, 17.426277928036896 10.696362958544796, 17.65138966045565 10.76464985601513, 17.885498046875004 10.787707519531251, 18.119606433294358 10.764649856015128, 18.34471816571311 10.696362958544794, 18.552182326498524 10.585471054294304, 18.73402618429886 10.436235656955105, 18.883261581638056 10.25439179915477, 18.994153485888546 10.046927638369356, 19.062440383358876 9.8218159059506, 19.085498046875 9.587707519531252))"
,POINT (18.7733154296875 9.587707519531252)
,"POLYGON ((19.9733154296875 9.587707519531252, 19.950257766171376 9.353599133111898, 19.881970868701043 9.128487400693144, 19.771078964450552 8.92102323990773, 19.621843567111355 8.739179382107395, 19.439999709311024 8.589943984768198, 19.232535548525608 8.479052080517707, 19.007423816106854 8.410765183047376, 18.7733154296875 8.387707519531252, 18.539207043268146 8.410765183047376, 18.314095310849392 8.479052080517707, 18.10663115006398 8.589943984768198, 17.924787292263645 8.739179382107395, 17.775551894924444 8.92102323990773, 17.664659990673957 9.128487400693144, 17.596373093203624 9.3535991331119, 17.5733154296875 9.587707519531254, 17.596373093203624 9.821815905950606, 17.664659990673957 10.046927638369361, 17.775551894924448 10.254391799154776, 17.924787292263645 10.43623565695511, 18.10663115006398 10.585471054294308, 18.314095310849396 10.696362958544796, 18.53920704326815 10.76464985601513, 18.773315429687504 10.787707519531251, 19.007423816106858 10.764649856015128, 19.23253554852561 10.696362958544794, 19.439999709311024 10.585471054294304, 19.62184356711136 10.436235656955105, 19.771078964450556 10.25439179915477, 19.881970868701046 10.046927638369356, 19.950257766171376 9.8218159059506, 19.9733154296875 9.587707519531252))"
,POINT (18.7733154296875 7.731872558593752)
,"POLYGON ((19.9733154296875 7.731872558593752, 19.950257766171376 7.4977641721743975, 19.881970868701043 7.272652439755644, 19.771078964450552 7.065188278970229, 19.621843567111355 6.883344421169895, 19.439999709311024 6.7341090238306975, 19.232535548525608 6.623217119580207, 19.007423816106854 6.554930222109875, 18.7733154296875 6.531872558593752, 18.539207043268146 6.554930222109875, 18.314095310849392 6.623217119580207, 18.10663115006398 6.7341090238306975, 17.924787292263645 6.883344421169895, 17.775551894924444 7.065188278970229, 17.664659990673957 7.272652439755644, 17.596373093203624 7.497764172174398, 17.5733154296875 7.731872558593753, 17.596373093203624 7.965980945013107, 17.664659990673957 8.191092677431861, 17.775551894924448 8.398556838217276, 17.924787292263645 8.58040069601761, 18.10663115006398 8.729636093356808, 18.314095310849396 8.840527997607296, 18.53920704326815 8.90881489507763, 18.773315429687504 8.931872558593751, 19.007423816106858 8.908814895077628, 19.23253554852561 8.840527997607294, 19.439999709311024 8.729636093356804, 19.62184356711136 8.580400696017605, 19.771078964450556 8.39855683821727, 19.881970868701046 8.191092677431856, 19.950257766171376 7.965980945013101, 19.9733154296875 7.731872558593752))"
,POINT (18.7733154296875 7.731781408630718)
,"POLYGON ((19.9733154296875 7.731781408630718, 19.950257766171376 7.497673022211364, 19.881970868701043 7.272561289792611, 19.771078964450552 7.065097129007196, 19.621843567111355 6.883253271206861, 19.439999709311024 6.734017873867664, 19.232535548525608 6.623125969617174, 19.007423816106854 6.554839072146842, 18.7733154296875 6.531781408630718, 18.539207043268146 6.554839072146842, 18.314095310849392 6.623125969617174, 18.10663115006398 6.734017873867664, 17.924787292263645 6.883253271206861, 17.775551894924444 7.065097129007196, 17.664659990673957 7.272561289792611, 17.596373093203624 7.497673022211365, 17.5733154296875 7.731781408630719, 17.596373093203624 7.9658897950500736, 17.664659990673957 8.191001527468828, 17.775551894924448 8.398465688254243, 17.924787292263645 8.580309546054577, 18.10663115006398 8.729544943393774, 18.314095310849396 8.840436847644263, 18.53920704326815 8.908723745114596, 18.773315429687504 8.931781408630718, 19.007423816106858 8.908723745114594, 19.23253554852561 8.840436847644261, 19.439999709311024 8.72954494339377, 19.62184356711136 8.580309546054572, 19.771078964450556 8.398465688254237, 19.881970868701046 8.191001527468822, 19.950257766171376 7.965889795050067, 19.9733154296875 7.731781408630718))"
,POINT (17.4713134765625 7.125993081729028)
,"POLYGON ((18.6713134765625 7.125993081729028, 18.648255813046376 6.891884695309674, 18.579968915576043 6.666772962890921, 18.469077011325552 6.459308802105506, 18.319841613986355 6.277464944305171, 18.137997756186024 6.128229546965974, 17.930533595400608 6.017337642715484, 17.705421862981854 5.9490507452451515, 17.4713134765625 5.925993081729028, 17.237205090143146 5.9490507452451515, 17.012093357724392 6.017337642715484, 16.80462919693898 6.128229546965974, 16.622785339138645 6.277464944305171, 16.473549941799444 6.459308802105506, 16.362658037548957 6.666772962890921, 16.294371140078624 6.891884695309675, 16.2713134765625 7.125993081729029, 16.294371140078624 7.360101468148383, 16.362658037548957 7.5852132005671375, 16.473549941799448 7.792677361352553, 16.622785339138645 7.974521219152886, 16.80462919693898 8.123756616492084, 17.012093357724396 8.234648520742573, 17.23720509014315 8.302935418212906, 17.471313476562504 8.325993081729028, 17.705421862981858 8.302935418212904, 17.93053359540061 8.23464852074257, 18.137997756186024 8.12375661649208, 18.31984161398636 7.974521219152883, 18.469077011325556 7.792677361352547, 18.579968915576046 7.585213200567132, 18.648255813046376 7.360101468148377, 18.6713134765625 7.125993081729028))"
,POINT (17.4713134765625 7.1260986328125)
,"POLYGON ((18.6713134765625 7.1260986328125, 18.648255813046376 6.891990246393146, 18.579968915576043 6.6668785139743925, 18.469077011325552 6.459414353188977, 18.319841613986355 6.277570495388643, 18.137997756186024 6.128335098049446, 17.930533595400608 6.017443193798956, 17.705421862981854 5.949156296328623, 17.4713134765625 5.9260986328125, 17.237205090143146 5.949156296328623, 17.012093357724392 6.017443193798956, 16.80462919693898 6.128335098049446, 16.622785339138645 6.277570495388643, 16.473549941799444 6.459414353188977, 16.362658037548957 6.6668785139743925, 16.294371140078624 6.891990246393147, 16.2713134765625 7.126098632812501, 16.294371140078624 7.360207019231855, 16.362658037548957 7.585318751650609, 16.473549941799448 7.792782912436024, 16.622785339138645 7.974626770236358, 16.80462919693898 8.123862167575556, 17.012093357724396 8.234754071826044, 17.23720509014315 8.303040969296378, 17.471313476562504 8.3260986328125, 17.705421862981858 8.303040969296376, 17.93053359540061 8.234754071826043, 18.137997756186024 8.123862167575552, 18.31984161398636 7.9746267702363545, 18.469077011325556 7.792782912436019, 18.579968915576046 7.585318751650604, 18.648255813046376 7.360207019231849, 18.6713134765625 7.1260986328125))"
,POINT (18.01007080078125 7.1260986328125)
,"POLYGON ((19.21007080078125 7.1260986328125, 19.187013137265126 6.891990246393146, 19.118726239794793 6.6668785139743925, 19.007834335544302 6.459414353188977, 18.858598938205105 6.277570495388643, 18.676755080404774 6.128335098049446, 18.469290919619358 6.017443193798956, 18.244179187200604 5.949156296328623, 18.01007080078125 5.9260986328125, 17.775962414361896 5.949156296328623, 17.550850681943142 6.017443193798956, 17.34338652115773 6.128335098049446, 17.161542663357395 6.277570495388643, 17.012307266018194 6.459414353188977, 16.901415361767707 6.6668785139743925, 16.833128464297374 6.891990246393147, 16.81007080078125 7.126098632812501, 16.833128464297374 7.360207019231855, 16.901415361767707 7.585318751650609, 17.012307266018198 7.792782912436024, 17.161542663357395 7.974626770236358, 17.34338652115773 8.123862167575556, 17.550850681943146 8.234754071826044, 17.7759624143619 8.303040969296378, 18.010070800781254 8.3260986328125, 18.244179187200608 8.303040969296376, 18.46929091961936 8.234754071826043, 18.676755080404774 8.123862167575552, 18.85859893820511 7.9746267702363545, 19.007834335544306 7.792782912436019, 19.118726239794796 7.585318751650604, 19.187013137265126 7.360207019231849, 19.21007080078125 7.1260986328125))"
,POINT (18.01007080078125 5.936889648437502)
,"POLYGON ((19.21007080078125 5.936889648437502, 19.187013137265126 5.7027812620181475, 19.118726239794793 5.477669529599394, 19.007834335544302 5.270205368813979, 18.858598938205105 5.088361511013645, 18.676755080404774 4.9391261136744475, 18.469290919619358 4.828234209423957, 18.244179187200604 4.759947311953625, 18.01007080078125 4.736889648437502, 17.775962414361896 4.759947311953625, 17.550850681943142 4.828234209423957, 17.34338652115773 4.9391261136744475, 17.161542663357395 5.088361511013645, 17.012307266018194 5.270205368813979, 16.901415361767707 5.477669529599394, 16.833128464297374 5.702781262018148, 16.81007080078125 5.936889648437503, 16.833128464297374 6.170998034856857, 16.901415361767707 6.396109767275611, 17.012307266018198 6.603573928061026, 17.161542663357395 6.78541778586136, 17.34338652115773 6.934653183200557, 17.550850681943146 7.045545087451047, 17.7759624143619 7.1138319849213785, 18.010070800781254 7.136889648437502, 18.244179187200608 7.113831984921378, 18.46929091961936 7.045545087451044, 18.676755080404774 6.934653183200554, 18.85859893820511 6.785417785861356, 19.007834335544306 6.603573928061021, 19.118726239794796 6.396109767275606, 19.187013137265126 6.170998034856851, 19.21007080078125 5.936889648437502))"
,POINT (17.4713134765625 5.936889648437502)
,"POLYGON ((18.6713134765625 5.936889648437502, 18.648255813046376 5.7027812620181475, 18.579968915576043 5.477669529599394, 18.469077011325552 5.270205368813979, 18.319841613986355 5.088361511013645, 18.137997756186024 4.9391261136744475, 17.930533595400608 4.828234209423957, 17.705421862981854 4.759947311953625, 17.4713134765625 4.736889648437502, 17.237205090143146 4.759947311953625, 17.012093357724392 4.828234209423957, 16.80462919693898 4.9391261136744475, 16.622785339138645 5.088361511013645, 16.473549941799444 5.270205368813979, 16.362658037548957 5.477669529599394, 16.294371140078624 5.702781262018148, 16.2713134765625 5.936889648437503, 16.294371140078624 6.170998034856857, 16.362658037548957 6.396109767275611, 16.473549941799448 6.603573928061026, 16.622785339138645 6.78541778586136, 16.80462919693898 6.934653183200557, 17.012093357724396 7.045545087451047, 17.23720509014315 7.1138319849213785, 17.471313476562504 7.136889648437502, 17.705421862981858 7.113831984921378, 17.93053359540061 7.045545087451044, 18.137997756186024 6.934653183200554, 18.31984161398636 6.785417785861356, 18.469077011325556 6.603573928061021, 18.579968915576046 6.396109767275606, 18.648255813046376 6.170998034856851, 18.6713134765625 5.936889648437502))"
,POINT (17.4713134765625 7.125993081729028)
,"POLYGON ((18.6713134765625 7.125993081729028, 18.648255813046376 6.891884695309674, 18.579968915576043 6.666772962890921, 18.469077011325552 6.459308802105506, 18.319841613986355 6.277464944305171, 18.137997756186024 6.128229546965974, 17.930533595400608 6.017337642715484, 17.705421862981854 5.9490507452451515, 17.4713134765625 5.925993081729028, 17.237205090143146 5.9490507452451515, 17.012093357724392 6.017337642715484, 16.80462919693898 6.128229546965974, 16.622785339138645 6.277464944305171, 16.473549941799444 6.459308802105506, 16.362658037548957 6.666772962890921, 16.294371140078624 6.891884695309675, 16.2713134765625 7.125993081729029, 16.294371140078624 7.360101468148383, 16.362658037548957 7.5852132005671375, 16.473549941799448 7.792677361352553, 16.622785339138645 7.974521219152886, 16.80462919693898 8.123756616492084, 17.012093357724396 8.234648520742573, 17.23720509014315 8.302935418212906, 17.471313476562504 8.325993081729028, 17.705421862981858 8.302935418212904, 17.93053359540061 8.23464852074257, 18.137997756186024 8.12375661649208, 18.31984161398636 7.974521219152883, 18.469077011325556 7.792677361352547, 18.579968915576046 7.585213200567132, 18.648255813046376 7.360101468148377, 18.6713134765625 7.125993081729028))"
,POINT (18.1282958984375 10.627739449285494)
,"POLYGON ((19.3282958984375 10.627739449285494, 19.305238234921376 10.39363106286614, 19.236951337451043 10.168519330447387, 19.126059433200552 9.961055169661972, 18.976824035861355 9.779211311861637, 18.794980178061024 9.62997591452244, 18.587516017275608 9.51908401027195, 18.362404284856854 9.450797112801618, 18.1282958984375 9.427739449285495, 17.894187512018146 9.450797112801618, 17.669075779599392 9.51908401027195, 17.46161161881398 9.62997591452244, 17.279767761013645 9.779211311861637, 17.130532363674444 9.961055169661972, 17.019640459423957 10.168519330447387, 16.951353561953624 10.393631062866142, 16.9282958984375 10.627739449285496, 16.951353561953624 10.861847835704848, 17.019640459423957 11.086959568123604, 17.130532363674448 11.294423728909019, 17.279767761013645 11.476267586709353, 17.46161161881398 11.62550298404855, 17.669075779599396 11.736394888299039, 17.89418751201815 11.804681785769372, 18.128295898437504 11.827739449285493, 18.362404284856858 11.80468178576937, 18.58751601727561 11.736394888299037, 18.794980178061024 11.625502984048547, 18.97682403586136 11.476267586709348, 19.126059433200556 11.294423728909013, 19.236951337451046 11.086959568123598, 19.305238234921376 10.861847835704843, 19.3282958984375 10.627739449285494))"
,POINT (18.1282958984375 10.627685546875)
,"POLYGON ((19.3282958984375 10.627685546875, 19.305238234921376 10.393577160455646, 19.236951337451043 10.168465428036892, 19.126059433200552 9.961001267251477, 18.976824035861355 9.779157409451143, 18.794980178061024 9.629922012111946, 18.587516017275608 9.519030107861456, 18.362404284856854 9.450743210391124, 18.1282958984375 9.427685546875, 17.894187512018146 9.450743210391124, 17.669075779599392 9.519030107861456, 17.46161161881398 9.629922012111946, 17.279767761013645 9.779157409451143, 17.130532363674444 9.961001267251477, 17.019640459423957 10.168465428036892, 16.951353561953624 10.393577160455648, 16.9282958984375 10.627685546875002, 16.951353561953624 10.861793933294354, 17.019640459423957 11.08690566571311, 17.130532363674448 11.294369826498524, 17.279767761013645 11.476213684298859, 17.46161161881398 11.625449081638056, 17.669075779599396 11.736340985888544, 17.89418751201815 11.804627883358878, 18.128295898437504 11.827685546875, 18.362404284856858 11.804627883358876, 18.58751601727561 11.736340985888543, 18.794980178061024 11.625449081638052, 18.97682403586136 11.476213684298854, 19.126059433200556 11.294369826498519, 19.236951337451046 11.086905665713104, 19.305238234921376 10.861793933294349, 19.3282958984375 10.627685546875))"
,POINT (16.22027587890625 10.627685546875)
,"POLYGON ((17.42027587890625 10.627685546875, 17.397218215390126 10.393577160455646, 17.328931317919793 10.168465428036892, 17.218039413669302 9.961001267251477, 17.068804016330105 9.779157409451143, 16.886960158529774 9.629922012111946, 16.679495997744358 9.519030107861456, 16.454384265325604 9.450743210391124, 16.22027587890625 9.427685546875, 15.986167492486896 9.450743210391124, 15.761055760068142 9.519030107861456, 15.553591599282727 9.629922012111946, 15.371747741482393 9.779157409451143, 15.222512344143196 9.961001267251477, 15.111620439892706 10.168465428036892, 15.043333542422374 10.393577160455648, 15.02027587890625 10.627685546875002, 15.043333542422374 10.861793933294354, 15.111620439892707 11.08690566571311, 15.222512344143198 11.294369826498524, 15.371747741482395 11.476213684298859, 15.55359159928273 11.625449081638056, 15.761055760068144 11.736340985888544, 15.9861674924869 11.804627883358878, 16.220275878906254 11.827685546875, 16.454384265325608 11.804627883358876, 16.67949599774436 11.736340985888543, 16.886960158529774 11.625449081638052, 17.06880401633011 11.476213684298854, 17.218039413669306 11.294369826498519, 17.328931317919796 11.086905665713104, 17.397218215390126 10.861793933294349, 17.42027587890625 10.627685546875))"
,POINT (16.22027587890625 12.465270996093752)
,"POLYGON ((17.42027587890625 12.465270996093752, 17.397218215390126 12.231162609674398, 17.328931317919793 12.006050877255644, 17.218039413669302 11.79858671647023, 17.068804016330105 11.616742858669895, 16.886960158529774 11.467507461330698, 16.679495997744358 11.356615557080207, 16.454384265325604 11.288328659609876, 16.22027587890625 11.265270996093752, 15.986167492486896 11.288328659609876, 15.761055760068142 11.356615557080207, 15.553591599282727 11.467507461330698, 15.371747741482393 11.616742858669895, 15.222512344143196 11.79858671647023, 15.111620439892706 12.006050877255644, 15.043333542422374 12.2311626096744, 15.02027587890625 12.465270996093754, 15.043333542422374 12.699379382513106, 15.111620439892707 12.924491114931861, 15.222512344143198 13.131955275717276, 15.371747741482395 13.31379913351761, 15.55359159928273 13.463034530856808, 15.761055760068144 13.573926435107296, 15.9861674924869 13.64221333257763, 16.220275878906254 13.665270996093751, 16.454384265325608 13.642213332577628, 16.67949599774436 13.573926435107294, 16.886960158529774 13.463034530856804, 17.06880401633011 13.313799133517605, 17.218039413669306 13.13195527571727, 17.328931317919796 12.924491114931856, 17.397218215390126 12.6993793825131, 17.42027587890625 12.465270996093752))"
,POINT (18.1282958984375 12.465270996093752)
,"POLYGON ((19.3282958984375 12.465270996093752, 19.305238234921376 12.231162609674398, 19.236951337451043 12.006050877255644, 19.126059433200552 11.79858671647023, 18.976824035861355 11.616742858669895, 18.794980178061024 11.467507461330698, 18.587516017275608 11.356615557080207, 18.362404284856854 11.288328659609876, 18.1282958984375 11.265270996093752, 17.894187512018146 11.288328659609876, 17.669075779599392 11.356615557080207, 17.46161161881398 11.467507461330698, 17.279767761013645 11.616742858669895, 17.130532363674444 11.79858671647023, 17.019640459423957 12.006050877255644, 16.951353561953624 12.2311626096744, 16.9282958984375 12.465270996093754, 16.951353561953624 12.699379382513106, 17.019640459423957 12.924491114931861, 17.130532363674448 13.131955275717276, 17.279767761013645 13.31379913351761, 17.46161161881398 13.463034530856808, 17.669075779599396 13.573926435107296, 17.89418751201815 13.64221333257763, 18.128295898437504 13.665270996093751, 18.362404284856858 13.642213332577628, 18.58751601727561 13.573926435107294, 18.794980178061024 13.463034530856804, 18.97682403586136 13.313799133517605, 19.126059433200556 13.13195527571727, 19.236951337451046 12.924491114931856, 19.305238234921376 12.6993793825131, 19.3282958984375 12.465270996093752))"
,POINT (18.1282958984375 10.627739449285494)
,"POLYGON ((19.3282958984375 10.627739449285494, 19.305238234921376 10.39363106286614, 19.236951337451043 10.168519330447387, 19.126059433200552 9.961055169661972, 18.976824035861355 9.779211311861637, 18.794980178061024 9.62997591452244, 18.587516017275608 9.51908401027195, 18.362404284856854 9.450797112801618, 18.1282958984375 9.427739449285495, 17.894187512018146 9.450797112801618, 17.669075779599392 9.51908401027195, 17.46161161881398 9.62997591452244, 17.279767761013645 9.779211311861637, 17.130532363674444 9.961055169661972, 17.019640459423957 10.168519330447387, 16.951353561953624 10.393631062866142, 16.9282958984375 10.627739449285496, 16.951353561953624 10.861847835704848, 17.019640459423957 11.086959568123604, 17.130532363674448 11.294423728909019, 17.279767761013645 11.476267586709353, 17.46161161881398 11.62550298404855, 17.669075779599396 11.736394888299039, 17.89418751201815 11.804681785769372, 18.128295898437504 11.827739449285493, 18.362404284856858 11.80468178576937, 18.58751601727561 11.736394888299037, 18.794980178061024 11.625502984048547, 18.97682403586136 11.476267586709348, 19.126059433200556 11.294423728909013, 19.236951337451046 11.086959568123598, 19.305238234921376 10.861847835704843, 19.3282958984375 10.627739449285494))"
,POINT (17.345649976605074 10.379272460937502)
,"POLYGON ((18.545649976605073 10.379272460937502, 18.52259231308895 10.145164074518148, 18.454305415618617 9.920052342099394, 18.343413511368126 9.71258818131398, 18.19417811402893 9.530744323513645, 18.0123342562286 9.381508926174448, 17.80487009544318 9.270617021923957, 17.57975836302443 9.202330124453626, 17.345649976605074 9.179272460937502, 17.11154159018572 9.202330124453626, 16.886429857766966 9.270617021923957, 16.678965696981553 9.381508926174448, 16.49712183918122 9.530744323513645, 16.347886441842018 9.71258818131398, 16.23699453759153 9.920052342099394, 16.168707640121198 10.14516407451815, 16.145649976605075 10.379272460937504, 16.168707640121198 10.613380847356856, 16.23699453759153 10.838492579775611, 16.34788644184202 11.045956740561026, 16.49712183918122 11.22780059836136, 16.678965696981553 11.377035995700558, 16.88642985776697 11.487927899951046, 17.111541590185723 11.55621479742138, 17.345649976605078 11.579272460937501, 17.579758363024432 11.556214797421378, 17.804870095443185 11.487927899951044, 18.0123342562286 11.377035995700554, 18.194178114028933 11.227800598361355, 18.34341351136813 11.04595674056102, 18.45430541561862 10.838492579775606, 18.52259231308895 10.61338084735685, 18.545649976605073 10.379272460937502))"
,POINT (17.345703125 10.379272460937502)
,"POLYGON ((18.545703125 10.379272460937502, 18.522645461483876 10.145164074518148, 18.454358564013543 9.920052342099394, 18.343466659763052 9.71258818131398, 18.194231262423855 9.530744323513645, 18.012387404623524 9.381508926174448, 17.804923243838108 9.270617021923957, 17.579811511419354 9.202330124453626, 17.345703125 9.179272460937502, 17.111594738580646 9.202330124453626, 16.886483006161892 9.270617021923957, 16.67901884537648 9.381508926174448, 16.497174987576145 9.530744323513645, 16.347939590236944 9.71258818131398, 16.237047685986457 9.920052342099394, 16.168760788516124 10.14516407451815, 16.145703125 10.379272460937504, 16.168760788516124 10.613380847356856, 16.237047685986457 10.838492579775611, 16.347939590236948 11.045956740561026, 16.497174987576145 11.22780059836136, 16.67901884537648 11.377035995700558, 16.886483006161896 11.487927899951046, 17.11159473858065 11.55621479742138, 17.345703125000004 11.579272460937501, 17.579811511419358 11.556214797421378, 17.80492324383811 11.487927899951044, 18.012387404623524 11.377035995700554, 18.19423126242386 11.227800598361355, 18.343466659763056 11.04595674056102, 18.454358564013546 10.838492579775606, 18.522645461483876 10.61338084735685, 18.545703125 10.379272460937502))"
,POINT (17.345703125 9.279907226562504)
,"POLYGON ((18.545703125 9.279907226562504, 18.522645461483876 9.04579884014315, 18.454358564013543 8.820687107724396, 18.343466659763052 8.613222946938981, 18.194231262423855 8.431379089138646, 18.012387404623524 8.28214369179945, 17.804923243838108 8.17125178754896, 17.579811511419354 8.102964890078628, 17.345703125 8.079907226562504, 17.111594738580646 8.102964890078628, 16.886483006161892 8.17125178754896, 16.67901884537648 8.28214369179945, 16.497174987576145 8.431379089138646, 16.347939590236944 8.613222946938981, 16.237047685986457 8.820687107724396, 16.168760788516124 9.045798840143151, 16.145703125 9.279907226562505, 16.168760788516124 9.514015612981858, 16.237047685986457 9.739127345400613, 16.347939590236948 9.946591506186028, 16.497174987576145 10.128435363986362, 16.67901884537648 10.27767076132556, 16.886483006161896 10.388562665576048, 17.11159473858065 10.456849563046381, 17.345703125000004 10.479907226562503, 17.579811511419358 10.45684956304638, 17.80492324383811 10.388562665576046, 18.012387404623524 10.277670761325556, 18.19423126242386 10.128435363986357, 18.343466659763056 9.946591506186023, 18.454358564013546 9.739127345400608, 18.522645461483876 9.514015612981852, 18.545703125 9.279907226562504))"
,POINT (14.629272460937502 9.279907226562504)
