id,wkt
,"POLYGON ((17.885374845913653 6.5318725649181175, 17.651268828000045 6.554954263627942, 17.426164107610546 6.623264272389918, 17.21871133290954 6.734177475876019, 17.036882797687927 6.883431541877114, 16.88766607058366 7.0652907203394255, 16.77679546673765 7.272766265022448, 16.708531681278746 7.497885007097641, 16.685498053199364 7.731995759555099, 16.70857975190919 7.966101777468705, 16.776889760671168 8.191206497858204, 16.887802964157267 8.398659272559211, 17.037057030158362 8.580487807780825, 17.218916208620673 8.729704534885093, 17.426391753303697 8.840575138731104, 17.65151049537889 8.908838924190006, 17.885621247836347 8.931872552269386, 18.773438630648847 8.931781402306353, 19.00754464856245 8.908699703596529, 19.232649368951954 8.84038969483455, 19.44010214365296 8.72947649134845, 19.621930678874573 8.580222425347356, 19.77114740597884 8.398363246885046, 19.88201800982485 8.190887702202021, 19.950281795283754 7.9657689601268284, 19.973315423363136 7.731658207669371, 19.95023372465331 7.4975521897557655, 19.881923715891332 7.2724474693662655, 19.771010512405233 7.064994694665258, 19.621756446404138 6.883166159443645, 19.439897267941827 6.733949432339378, 19.232421723258803 6.623078828493367, 19.00730298118361 6.5548150430344645, 18.773192228726153 6.531781414955084, 17.885374845913653 6.5318725649181175))"
,"POLYGON ((16.685498046875 9.587707519531252, 16.708555710391124 9.821815905950606, 16.776842607861457 10.04692763836936, 16.887734512111944 10.254391799154774, 17.036969909451145 10.436235656955109, 17.21881376725148 10.585471054294306, 17.426277928036892 10.696362958544796, 17.651389660455646 10.764649856015128, 17.885498046875 10.787707519531251, 18.119606433294354 10.764649856015128, 18.344718165713108 10.696362958544796, 18.55218232649852 10.585471054294306, 18.734026184298855 10.436235656955109, 18.883261581638056 10.254391799154774, 18.994153485888546 10.04692763836936, 19.062440383358876 9.821815905950604, 19.085498046875 9.587707519531252, 19.085498046875 7.731872558593752, 19.062440383358876 7.4977641721743975, 18.994153485888543 7.272652439755644, 18.883261581638052 7.065188278970229, 18.734026184298855 6.883344421169895, 18.552182326498524 6.7341090238306975, 18.344718165713108 6.623217119580207, 18.119606433294354 6.554930222109875, 17.885498046875 6.531872558593752, 17.651389660455646 6.554930222109875, 17.426277928036892 6.623217119580207, 17.21881376725148 6.7341090238306975, 17.036969909451145 6.883344421169895, 16.887734512111944 7.065188278970229, 16.776842607861457 7.272652439755644, 16.708555710391124 7.497764172174398, 16.685498046875 7.731872558593752, 16.685498046875 9.587707519531252))"
,"POLYGON ((18.7733154296875 10.787707519531251, 19.007423816106854 10.764649856015128, 19.232535548525608 10.696362958544796, 19.439999709311024 10.585471054294306, 19.621843567111355 10.436235656955109, 19.771078964450552 10.254391799154774, 19.881970868701043 10.04692763836936, 19.950257766171376 9.821815905950606, 19.9733154296875 9.587707519531252, 19.950257766171376 9.353599133111898, 19.881970868701043 9.128487400693144, 19.771078964450556 8.92102323990773, 19.621843567111355 8.739179382107395, 19.43999970931102 8.589943984768198, 19.232535548525608 8.479052080517707, 19.007423816106854 8.410765183047374, 18.7733154296875 8.387707519531252, 17.885498046875 8.387707519531252, 17.651389660455646 8.410765183047376, 17.426277928036892 8.479052080517707, 17.218813767251476 8.589943984768198, 17.03696990945114 8.739179382107395, 16.887734512111944 8.92102323990773, 16.776842607861457 9.128487400693144, 16.708555710391124 9.353599133111898, 16.685498046875 9.587707519531252, 16.708555710391124 9.821815905950606, 16.776842607861457 10.04692763836936, 16.887734512111944 10.254391799154774, 17.036969909451145 10.436235656955109, 17.21881376725148 10.585471054294306, 17.426277928036892 10.696362958544796, 17.651389660455646 10.76464985601513, 17.885498046875 10.787707519531251, 18.7733154296875 10.787707519531251))"
,"POLYGON ((19.9733154296875 7.731872558593752, 19.950257766171376 7.4977641721743975, 19.881970868701043 7.272652439755644, 19.771078964450552 7.065188278970229, 19.621843567111355 6.883344421169895, 19.439999709311024 6.7341090238306975, 19.232535548525608 6.623217119580207, 19.007423816106854 6.554930222109875, 18.7733154296875 6.531872558593752, 18.539207043268146 6.554930222109875, 18.314095310849392 6.623217119580207, 18.10663115006398 6.7341090238306975, 17.924787292263645 6.883344421169895, 17.775551894924444 7.065188278970229, 17.664659990673957 7.272652439755644, 17.596373093203624 7.497764172174398, 17.5733154296875 7.731872558593752, 17.5733154296875 9.587707519531252, 17.596373093203624 9.821815905950606, 17.664659990673957 10.04692763836936, 17.775551894924444 10.254391799154774, 17.924787292263645 10.436235656955109, 18.10663115006398 10.585471054294306, 18.314095310849392 10.696362958544796, 18.539207043268146 10.764649856015128, 18.7733154296875 10.787707519531251, 19.007423816106854 10.764649856015128, 19.232535548525608 10.696362958544796, 19.43999970931102 10.585471054294306, 19.621843567111355 10.436235656955109, 19.771078964450556 10.254391799154774, 19.881970868701046 10.04692763836936, 19.950257766171376 9.821815905950604, 19.9733154296875 9.587707519531252, 19.9733154296875 7.731872558593752))"
,"POLYGON ((19.9733154296875 7.731781408630718, 19.950257766171376 7.497673022211364, 19.881970868701043 7.272561289792611, 19.771078964450552 7.065097129007196, 19.621843567111355 6.883253271206861, 19.439999709311024 6.734017873867664, 19.232535548525608 6.623125969617174, 19.007423816106854 6.554839072146842, 18.7733154296875 6.531781408630718, 18.539207043268146 6.554839072146842, 18.314095310849392 6.623125969617174, 18.10663115006398 6.734017873867664, 17.924787292263645 6.883253271206861, 17.775551894924444 7.065097129007196, 17.664659990673957 7.272561289792611, 17.596373093203624 7.497673022211365, 17.5733154296875 7.731781408630718, 17.5733154296875 7.731872558593752, 17.596373093203624 7.965980945013106, 17.664659990673957 8.19109267743186, 17.775551894924444 8.398556838217274, 17.924787292263645 8.580400696017609, 18.10663115006398 8.729636093356806, 18.314095310849392 8.840527997607296, 18.539207043268146 8.908814895077628, 18.7733154296875 8.931872558593751, 19.007423816106854 8.908814895077628, 19.232535548525608 8.840527997607296, 19.43999970931102 8.729636093356806, 19.621843567111355 8.580400696017609, 19.771078964450556 8.398556838217274, 19.881970868701046 8.19109267743186, 19.950257766171376 7.965980945013105, 19.9733154296875 7.731872558593752, 19.9733154296875 7.731781408630718))"
,"POLYGON ((16.2713134765625 7.1260986328125, 16.294371140078624 7.360207019231854, 16.362658037548957 7.5853187516506075, 16.473549941799444 7.792782912436023, 16.622785339138645 7.974626770236357, 16.80462919693898 8.123862167575554, 17.012093357724392 8.234754071826044, 17.237205090143146 8.303040969296376, 17.4713134765625 8.3260986328125, 17.705421862981854 8.303040969296376, 17.930533595400608 8.234754071826044, 18.13799775618602 8.123862167575554, 18.319841613986355 7.974626770236357, 18.469077011325556 7.792782912436023, 18.579968915576046 7.5853187516506075, 18.648255813046376 7.360207019231853, 18.6713134765625 7.1260986328125, 18.6713134765625 7.125993081729028, 18.648255813046376 6.891884695309674, 18.579968915576043 6.666772962890921, 18.469077011325552 6.459308802105506, 18.319841613986355 6.277464944305171, 18.137997756186024 6.128229546965974, 17.930533595400608 6.017337642715484, 17.705421862981854 5.9490507452451515, 17.4713134765625 5.925993081729028, 17.237205090143146 5.9490507452451515, 17.012093357724392 6.017337642715484, 16.80462919693898 6.128229546965974, 16.622785339138645 6.277464944305171, 16.473549941799444 6.459308802105506, 16.362658037548957 6.666772962890921, 16.294371140078624 6.891884695309675, 16.2713134765625 7.125993081729028, 16.2713134765625 7.1260986328125))"
,"POLYGON ((18.01007080078125 8.3260986328125, 18.244179187200604 8.303040969296376, 18.469290919619358 8.234754071826044, 18.676755080404774 8.123862167575554, 18.858598938205105 7.974626770236357, 19.007834335544302 7.792782912436023, 19.118726239794793 7.5853187516506075, 19.187013137265126 7.360207019231854, 19.21007080078125 7.1260986328125, 19.187013137265126 6.891990246393146, 19.118726239794793 6.6668785139743925, 19.007834335544306 6.459414353188977, 18.858598938205105 6.277570495388643, 18.67675508040477 6.128335098049446, 18.469290919619358 6.017443193798956, 18.244179187200604 5.949156296328623, 18.01007080078125 5.9260986328125, 17.4713134765625 5.9260986328125, 17.237205090143146 5.949156296328624, 17.012093357724392 6.0174431937989565, 16.804629196938976 6.128335098049446, 16.62278533913864 6.277570495388643, 16.473549941799444 6.459414353188977, 16.362658037548957 6.6668785139743925, 16.294371140078624 6.891990246393146, 16.2713134765625 7.1260986328125, 16.294371140078624 7.360207019231854, 16.362658037548957 7.5853187516506075, 16.473549941799444 7.792782912436023, 16.622785339138645 7.974626770236357, 16.80462919693898 8.123862167575554, 17.012093357724392 8.234754071826044, 17.237205090143146 8.303040969296376, 17.4713134765625 8.3260986328125, 18.01007080078125 8.3260986328125))"
,"POLYGON ((19.21007080078125 5.936889648437502, 19.187013137265126 5.7027812620181475, 19.118726239794793 5.477669529599394, 19.007834335544302 5.270205368813979, 18.858598938205105 5.088361511013645, 18.676755080404774 4.9391261136744475, 18.469290919619358 4.828234209423957, 18.244179187200604 4.759947311953625, 18.01007080078125 4.736889648437502, 17.775962414361896 4.759947311953625, 17.550850681943142 4.828234209423957, 17.34338652115773 4.9391261136744475, 17.161542663357395 5.088361511013645, 17.012307266018194 5.270205368813979, 16.901415361767707 5.477669529599394, 16.833128464297374 5.702781262018148, 16.81007080078125 5.936889648437502, 16.81007080078125 7.1260986328125, 16.833128464297374 7.360207019231854, 16.901415361767707 7.5853187516506075, 17.012307266018194 7.792782912436023, 17.161542663357395 7.974626770236357, 17.34338652115773 8.123862167575554, 17.550850681943142 8.234754071826044, 17.775962414361896 8.303040969296376, 18.01007080078125 8.3260986328125, 18.244179187200604 8.303040969296376, 18.469290919619358 8.234754071826044, 18.67675508040477 8.123862167575554, 18.858598938205105 7.974626770236357, 19.007834335544306 7.792782912436023, 19.118726239794796 7.5853187516506075, 19.187013137265126 7.360207019231853, 19.21007080078125 7.1260986328125, 19.21007080078125 5.936889648437502))"
,"POLYGON ((17.4713134765625 4.736889648437502, 17.237205090143146 4.759947311953626, 17.012093357724392 4.828234209423958, 16.804629196938976 4.9391261136744475, 16.62278533913864 5.088361511013645, 16.473549941799444 5.270205368813979, 16.362658037548957 5.477669529599394, 16.294371140078624 5.7027812620181475, 16.2713134765625 5.936889648437502, 16.294371140078624 6.170998034856856, 16.362658037548957 6.396109767275609, 16.473549941799444 6.603573928061024, 16.622785339138645 6.785417785861359, 16.80462919693898 6.934653183200556, 17.012093357724392 7.045545087451046, 17.237205090143146 7.1138319849213785, 17.4713134765625 7.136889648437502, 18.01007080078125 7.136889648437502, 18.244179187200604 7.1138319849213785, 18.469290919619358 7.045545087451046, 18.676755080404774 6.934653183200556, 18.858598938205105 6.785417785861359, 19.007834335544302 6.603573928061024, 19.118726239794793 6.396109767275609, 19.187013137265126 6.170998034856856, 19.21007080078125 5.936889648437502, 19.187013137265126 5.7027812620181475, 19.118726239794793 5.477669529599394, 19.007834335544306 5.270205368813979, 18.858598938205105 5.088361511013645, 18.67675508040477 4.9391261136744475, 18.469290919619358 4.828234209423957, 18.244179187200604 4.759947311953625, 18.01007080078125 4.736889648437502, 17.4713134765625 4.736889648437502))"
,"POLYGON ((16.2713134765625 7.125993081729028, 16.294371140078624 7.3601014681483825, 16.362658037548957 7.585213200567136, 16.473549941799444 7.792677361352551, 16.622785339138645 7.974521219152885, 16.80462919693898 8.123756616492082, 17.012093357724392 8.234648520742573, 17.237205090143146 8.302935418212904, 17.4713134765625 8.325993081729028, 17.705421862981854 8.302935418212904, 17.930533595400608 8.234648520742573, 18.13799775618602 8.123756616492082, 18.319841613986355 7.974521219152885, 18.469077011325556 7.792677361352551, 18.579968915576046 7.585213200567136, 18.648255813046376 7.360101468148382, 18.6713134765625 7.125993081729028, 18.6713134765625 5.936889648437502, 18.648255813046376 5.7027812620181475, 18.579968915576043 5.477669529599394, 18.469077011325552 5.270205368813979, 18.319841613986355 5.088361511013645, 18.137997756186024 4.9391261136744475, 17.930533595400608 4.828234209423957, 17.705421862981854 4.759947311953625, 17.4713134765625 4.736889648437502, 17.237205090143146 4.759947311953625, 17.012093357724392 4.828234209423957, 16.80462919693898 4.9391261136744475, 16.622785339138645 5.088361511013645, 16.473549941799444 5.270205368813979, 16.362658037548957 5.477669529599394, 16.294371140078624 5.702781262018148, 16.2713134765625 5.936889648437502, 16.2713134765625 7.125993081729028))"
,"POLYGON ((19.3282958984375 10.627685546875, 19.305238234921376 10.393577160455646, 19.236951337451043 10.168465428036892, 19.126059433200552 9.961001267251477, 18.976824035861355 9.779157409451143, 18.794980178061024 9.629922012111946, 18.587516017275608 9.519030107861456, 18.362404284856854 9.450743210391124, 18.1282958984375 9.427685546875, 17.894187512018146 9.450743210391124, 17.669075779599392 9.519030107861456, 17.46161161881398 9.629922012111946, 17.279767761013645 9.779157409451143, 17.130532363674444 9.961001267251477, 17.019640459423957 10.168465428036892, 16.951353561953624 10.393577160455648, 16.9282958984375 10.627685546875, 16.9282958984375 10.627739449285494, 16.951353561953624 10.861847835704848, 17.019640459423957 11.086959568123602, 17.130532363674444 11.294423728909017, 17.279767761013645 11.476267586709351, 17.46161161881398 11.625502984048548, 17.669075779599392 11.736394888299039, 17.894187512018146 11.80468178576937, 18.1282958984375 11.827739449285493, 18.362404284856854 11.80468178576937, 18.587516017275608 11.736394888299039, 18.79498017806102 11.625502984048548, 18.976824035861355 11.476267586709351, 19.126059433200556 11.294423728909017, 19.236951337451046 11.086959568123602, 19.305238234921376 10.861847835704847, 19.3282958984375 10.627739449285494, 19.3282958984375 10.627685546875))"
,"POLYGON ((16.22027587890625 9.427685546875, 15.986167492486896 9.450743210391124, 15.761055760068142 9.519030107861456, 15.553591599282727 9.629922012111946, 15.371747741482393 9.779157409451143, 15.222512344143196 9.961001267251477, 15.111620439892706 10.168465428036892, 15.043333542422374 10.393577160455646, 15.02027587890625 10.627685546875, 15.043333542422374 10.861793933294354, 15.111620439892706 11.086905665713108, 15.222512344143196 11.294369826498523, 15.371747741482393 11.476213684298857, 15.553591599282727 11.625449081638054, 15.761055760068142 11.736340985888544, 15.986167492486898 11.804627883358876, 16.22027587890625 11.827685546875, 18.1282958984375 11.827685546875, 18.362404284856854 11.804627883358876, 18.587516017275608 11.736340985888544, 18.794980178061024 11.625449081638054, 18.976824035861355 11.476213684298857, 19.126059433200552 11.294369826498523, 19.236951337451043 11.086905665713108, 19.305238234921376 10.861793933294354, 19.3282958984375 10.627685546875, 19.305238234921376 10.393577160455646, 19.236951337451043 10.168465428036892, 19.126059433200556 9.961001267251477, 18.976824035861355 9.779157409451143, 18.79498017806102 9.629922012111946, 18.587516017275608 9.519030107861456, 18.362404284856854 9.450743210391124, 18.1282958984375 9.427685546875, 16.22027587890625 9.427685546875))"
,"POLYGON ((15.02027587890625 12.465270996093752, 15.043333542422374 12.699379382513106, 15.111620439892706 12.92449111493186, 15.222512344143196 13.131955275717274, 15.371747741482393 13.313799133517609, 15.553591599282727 13.463034530856806, 15.761055760068142 13.573926435107296, 15.986167492486896 13.642213332577628, 16.22027587890625 13.665270996093751, 16.454384265325604 13.642213332577628, 16.679495997744358 13.573926435107296, 16.88696015852977 13.463034530856806, 17.068804016330105 13.313799133517609, 17.218039413669306 13.131955275717274, 17.328931317919796 12.92449111493186, 17.397218215390126 12.699379382513104, 17.42027587890625 12.465270996093752, 17.42027587890625 10.627685546875, 17.397218215390126 10.393577160455646, 17.328931317919793 10.168465428036892, 17.218039413669302 9.961001267251477, 17.068804016330105 9.779157409451143, 16.886960158529774 9.629922012111946, 16.679495997744358 9.519030107861456, 16.454384265325604 9.450743210391124, 16.22027587890625 9.427685546875, 15.986167492486896 9.450743210391124, 15.761055760068142 9.519030107861456, 15.553591599282727 9.629922012111946, 15.371747741482393 9.779157409451143, 15.222512344143196 9.961001267251477, 15.111620439892706 10.168465428036892, 15.043333542422374 10.393577160455648, 15.02027587890625 10.627685546875, 15.02027587890625 12.465270996093752))"
,"POLYGON ((18.1282958984375 13.665270996093751, 18.362404284856854 13.642213332577628, 18.587516017275608 13.573926435107296, 18.794980178061024 13.463034530856806, 18.976824035861355 13.313799133517609, 19.126059433200552 13.131955275717274, 19.236951337451043 12.92449111493186, 19.305238234921376 12.699379382513106, 19.3282958984375 12.465270996093752, 19.305238234921376 12.231162609674398, 19.236951337451043 12.006050877255644, 19.126059433200556 11.79858671647023, 18.976824035861355 11.616742858669895, 18.79498017806102 11.467507461330698, 18.587516017275608 11.356615557080207, 18.362404284856854 11.288328659609874, 18.1282958984375 11.265270996093752, 16.22027587890625 11.265270996093752, 15.986167492486896 11.288328659609876, 15.761055760068142 11.356615557080207, 15.553591599282727 11.467507461330698, 15.371747741482393 11.616742858669895, 15.222512344143196 11.79858671647023, 15.111620439892706 12.006050877255644, 15.043333542422374 12.231162609674398, 15.02027587890625 12.465270996093752, 15.043333542422374 12.699379382513106, 15.111620439892706 12.92449111493186, 15.222512344143196 13.131955275717274, 15.371747741482393 13.313799133517609, 15.553591599282727 13.463034530856806, 15.761055760068142 13.573926435107296, 15.986167492486898 13.64221333257763, 16.22027587890625 13.665270996093751, 18.1282958984375 13.665270996093751))"
,"POLYGON ((19.3282958984375 10.627739449285494, 19.305238234921376 10.39363106286614, 19.236951337451043 10.168519330447387, 19.126059433200552 9.961055169661972, 18.976824035861355 9.779211311861637, 18.794980178061024 9.62997591452244, 18.587516017275608 9.51908401027195, 18.362404284856854 9.450797112801618, 18.1282958984375 9.427739449285495, 17.894187512018146 9.450797112801618, 17.669075779599392 9.51908401027195, 17.46161161881398 9.62997591452244, 17.279767761013645 9.779211311861637, 17.130532363674444 9.961055169661972, 17.019640459423957 10.168519330447387, 16.951353561953624 10.393631062866142, 16.9282958984375 10.627739449285494, 16.9282958984375 12.465270996093752, 16.951353561953624 12.699379382513106, 17.019640459423957 12.92449111493186, 17.130532363674444 13.131955275717274, 17.279767761013645 13.313799133517609, 17.46161161881398 13.463034530856806, 17.669075779599392 13.573926435107296, 17.894187512018146 13.642213332577628, 18.1282958984375 13.665270996093751, 18.362404284856854 13.642213332577628, 18.587516017275608 13.573926435107296, 18.79498017806102 13.463034530856806, 18.976824035861355 13.313799133517609, 19.126059433200556 13.131955275717274, 19.236951337451046 12.92449111493186, 19.305238234921376 12.699379382513104, 19.3282958984375 12.465270996093752, 19.3282958984375 10.627739449285494))"
,"POLYGON ((17.345703125 11.579272460937501, 17.579811511419354 11.556214797421378, 17.804923243838108 11.487927899951046, 18.012387404623524 11.377035995700556, 18.194231262423855 11.227800598361359, 18.343466659763052 11.045956740561024, 18.454358564013543 10.83849257977561, 18.522645461483876 10.613380847356856, 18.545703125 10.379272460937502, 18.522645461483876 10.145164074518148, 18.454358564013543 9.920052342099394, 18.343466659763056 9.71258818131398, 18.194231262423855 9.530744323513645, 18.01238740462352 9.381508926174448, 17.804923243838108 9.270617021923957, 17.579811511419354 9.202330124453624, 17.345703125 9.179272460937502, 17.345649976605074 9.179272460937502, 17.11154159018572 9.202330124453626, 16.886429857766966 9.270617021923957, 16.67896569698155 9.381508926174448, 16.497121839181215 9.530744323513645, 16.347886441842018 9.71258818131398, 16.23699453759153 9.920052342099394, 16.168707640121198 10.145164074518148, 16.145649976605075 10.379272460937502, 16.168707640121198 10.613380847356856, 16.23699453759153 10.83849257977561, 16.347886441842018 11.045956740561024, 16.49712183918122 11.227800598361359, 16.678965696981553 11.377035995700556, 16.886429857766966 11.487927899951046, 17.11154159018572 11.55621479742138, 17.345649976605074 11.579272460937501, 17.345703125 11.579272460937501))"
,"POLYGON ((18.545703125 9.279907226562504, 18.522645461483876 9.04579884014315, 18.454358564013543 8.820687107724396, 18.343466659763052 8.613222946938981, 18.194231262423855 8.431379089138646, 18.012387404623524 8.28214369179945, 17.804923243838108 8.17125178754896, 17.579811511419354 8.102964890078628, 17.345703125 8.079907226562504, 17.111594738580646 8.102964890078628, 16.886483006161892 8.17125178754896, 16.67901884537648 8.28214369179945, 16.497174987576145 8.431379089138646, 16.347939590236944 8.613222946938981, 16.237047685986457 8.820687107724396, 16.168760788516124 9.045798840143151, 16.145703125 9.279907226562504, 16.145703125 10.379272460937502, 16.168760788516124 10.613380847356856, 16.237047685986457 10.83849257977561, 16.347939590236944 11.045956740561024, 16.497174987576145 11.227800598361359, 16.67901884537648 11.377035995700556, 16.886483006161892 11.487927899951046, 17.111594738580646 11.556214797421378, 17.345703125 11.579272460937501, 17.579811511419354 11.556214797421378, 17.804923243838108 11.487927899951046, 18.01238740462352 11.377035995700556, 18.194231262423855 11.227800598361359, 18.343466659763056 11.045956740561024, 18.454358564013546 10.83849257977561, 18.522645461483876 10.613380847356854, 18.545703125 10.379272460937502, 18.545703125 9.279907226562504))"
,"POLYGON ((14.629272460937502 8.079907226562504, 14.395164074518148 8.102964890078628, 14.170052342099394 8.17125178754896, 13.96258818131398 8.28214369179945, 13.780744323513645 8.431379089138646, 13.631508926174448 8.613222946938981, 13.520617021923957 8.820687107724396, 13.452330124453626 9.04579884014315, 13.429272460937502 9.279907226562504, 13.452330124453626 9.514015612981858, 13.520617021923957 9.739127345400611, 13.631508926174448 9.946591506186026, 13.780744323513645 10.12843536398636, 13.96258818131398 10.277670761325558, 14.170052342099394 10.388562665576048, 14.39516407451815 10.45684956304638, 14.629272460937502 10.479907226562503, 17.345703125 10.479907226562503, 17.579811511419354 10.45684956304638, 17.804923243838108 10.388562665576048, 18.012387404623524 10.277670761325558, 18.194231262423855 10.12843536398636, 18.343466659763052 9.946591506186026, 18.454358564013543 9.739127345400611, 18.522645461483876 9.514015612981858, 18.545703125 9.279907226562504, 18.522645461483876 9.04579884014315, 18.454358564013543 8.820687107724396, 18.343466659763056 8.613222946938981, 18.194231262423855 8.431379089138646, 18.01238740462352 8.28214369179945, 17.804923243838108 8.17125178754896, 17.579811511419354 8.102964890078628, 17.345703125 8.079907226562504, 14.629272460937502 8.079907226562504))"
,"POLYGON ((13.429272460937502 10.379272460937502, 13.452330124453626 10.613380847356856, 13.520617021923957 10.83849257977561, 13.631508926174448 11.045956740561024, 13.780744323513645 11.227800598361359, 13.96258818131398 11.377035995700556, 14.170052342099394 11.487927899951046, 14.395164074518148 11.556214797421378, 14.629272460937502 11.579272460937501, 14.863380847356856 11.556214797421378, 15.08849257977561 11.487927899951046, 15.295956740561024 11.377035995700556, 15.477800598361359 11.227800598361359, 15.627035995700556 11.045956740561024, 15.737927899951046 10.83849257977561, 15.80621479742138 10.613380847356854, 15.829272460937501 10.379272460937502, 15.829272460937501 9.279907226562504, 15.806214797421378 9.04579884014315, 15.737927899951046 8.820687107724396, 15.627035995700556 8.613222946938981, 15.477800598361359 8.431379089138646, 15.295956740561024 8.28214369179945, 15.08849257977561 8.17125178754896, 14.863380847356856 8.102964890078628, 14.629272460937502 8.079907226562504, 14.395164074518148 8.102964890078628, 14.170052342099394 8.17125178754896, 13.96258818131398 8.28214369179945, 13.780744323513645 8.431379089138646, 13.631508926174448 8.613222946938981, 13.520617021923957 8.820687107724396, 13.452330124453624 9.045798840143151, 13.429272460937502 9.279907226562504, 13.429272460937502 10.379272460937502))"
,"POLYGON ((17.345649976605074 11.579272460937501, 17.57975836302443 11.556214797421378, 17.80487009544318 11.487927899951046, 18.0123342562286 11.377035995700556, 18.19417811402893 11.227800598361359, 18.343413511368126 11.045956740561024, 18.454305415618617 10.83849257977561, 18.52259231308895 10.613380847356856, 18.545649976605073 10.379272460937502, 18.52259231308895 10.145164074518148, 18.454305415618617 9.920052342099394, 18.34341351136813 9.71258818131398, 18.19417811402893 9.530744323513645, 18.012334256228595 9.381508926174448, 17.80487009544318 9.270617021923957, 17.57975836302443 9.202330124453624, 17.345649976605074 9.179272460937502, 14.629272460937502 9.179272460937502, 14.395164074518148 9.202330124453626, 14.170052342099394 9.270617021923957, 13.96258818131398 9.381508926174448, 13.780744323513645 9.530744323513645, 13.631508926174448 9.71258818131398, 13.520617021923957 9.920052342099394, 13.452330124453626 10.145164074518148, 13.429272460937502 10.379272460937502, 13.452330124453626 10.613380847356856, 13.520617021923957 10.83849257977561, 13.631508926174448 11.045956740561024, 13.780744323513645 11.227800598361359, 13.96258818131398 11.377035995700556, 14.170052342099394 11.487927899951046, 14.39516407451815 11.55621479742138, 14.629272460937502 11.579272460937501, 17.345649976605074 11.579272460937501))"
,"POLYGON ((10.174928665161133 9.987074661254884, 9.940820278741779 10.010132324771007, 9.715708546323025 10.078419222241338, 9.50824438553761 10.189311126491829, 9.326400527737276 10.338546523831026, 9.177165130398079 10.52039038163136, 9.066273226147588 10.727854542416775, 8.997986328677257 10.952966274835529, 8.974928665161134 11.187074661254883, 8.997986328677257 11.421183047674237, 9.066273226147588 11.64629478009299, 9.177165130398079 11.853758940878405, 9.326400527737276 12.03560279867874, 9.50824438553761 12.184838196017937, 9.715708546323025 12.295730100268427, 9.94082027874178 12.364016997738759, 10.174928665161133 12.387074661254882, 14.530275344848633 12.387074661254882, 14.764383731267987 12.364016997738759, 14.98949546368674 12.295730100268427, 15.196959624472155 12.184838196017937, 15.37880348227249 12.03560279867874, 15.528038879611687 11.853758940878405, 15.638930783862177 11.64629478009299, 15.707217681332509 11.421183047674237, 15.730275344848632 11.187074661254883, 15.707217681332509 10.952966274835529, 15.638930783862177 10.727854542416775, 15.528038879611687 10.52039038163136, 15.37880348227249 10.338546523831026, 15.196959624472155 10.189311126491829, 14.98949546368674 10.078419222241338, 14.764383731267985 10.010132324771007, 14.530275344848633 9.987074661254884, 10.174928665161133 9.987074661254884))"
,"POLYGON ((8.974928665161134 12.443483352661133, 8.997986328677257 12.677591739080487, 9.066273226147588 12.90270347149924, 9.177165130398079 13.110167632284655, 9.326400527737276 13.29201149008499, 9.50824438553761 13.441246887424187, 9.715708546323025 13.552138791674677, 9.940820278741779 13.620425689145009, 10.174928665161133 13.643483352661132, 10.409037051580487 13.620425689145009, 10.63414878399924 13.552138791674677, 10.841612944784655 13.441246887424187, 11.02345680258499 13.29201149008499, 11.172692199924187 13.110167632284655, 11.283584104174677 12.90270347149924, 11.351871001645009 12.677591739080485, 11.374928665161132 12.443483352661133, 11.374928665161132 11.187074661254883, 11.351871001645009 10.952966274835529, 11.283584104174677 10.727854542416775, 11.172692199924187 10.52039038163136, 11.02345680258499 10.338546523831026, 10.841612944784655 10.189311126491829, 10.63414878399924 10.078419222241338, 10.409037051580487 10.010132324771007, 10.174928665161133 9.987074661254884, 9.940820278741779 10.010132324771007, 9.715708546323025 10.078419222241338, 9.50824438553761 10.189311126491829, 9.326400527737276 10.338546523831026, 9.177165130398079 10.52039038163136, 9.066273226147588 10.727854542416775, 8.997986328677257 10.95296627483553, 8.974928665161134 11.187074661254883, 8.974928665161134 12.443483352661133))"
,"POLYGON ((14.530229568481445 13.643483352661132, 14.7643379549008 13.620425689145009, 14.989449687319553 13.552138791674677, 15.196913848104968 13.441246887424187, 15.378757705905302 13.29201149008499, 15.5279931032445 13.110167632284655, 15.63888500749499 12.90270347149924, 15.707171904965321 12.677591739080487, 15.730229568481445 12.443483352661133, 15.707171904965321 12.209374966241779, 15.63888500749499 11.984263233823025, 15.5279931032445 11.77679907303761, 15.378757705905302 11.594955215237276, 15.196913848104968 11.445719817898079, 14.989449687319553 11.334827913647588, 14.764337954900798 11.266541016177257, 14.530229568481445 11.243483352661134, 10.174928665161133 11.243483352661134, 9.940820278741779 11.266541016177257, 9.715708546323025 11.334827913647588, 9.50824438553761 11.445719817898079, 9.326400527737276 11.594955215237276, 9.177165130398079 11.77679907303761, 9.066273226147588 11.984263233823025, 8.997986328677257 12.209374966241779, 8.974928665161134 12.443483352661133, 8.997986328677257 12.677591739080487, 9.066273226147588 12.90270347149924, 9.177165130398079 13.110167632284655, 9.326400527737276 13.29201149008499, 9.50824438553761 13.441246887424187, 9.715708546323025 13.552138791674677, 9.94082027874178 13.620425689145009, 10.174928665161133 13.643483352661132, 14.530229568481445 13.643483352661132))"
